Name,Category,Address,Google Business URL,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
Amelia's Bistro,Food & Beverage,"187 Warren St, Jersey City, NJ 07302, United States",https://g.page/ameliasbistrojc?share,40.713727,-74.040035,1,rooftop,187,Warren St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
White Star,Food & Beverage,"179 Warren St, Jersey City, NJ 07302, United States",https://goo.gl/maps/uY2GsBxe7c716atD6,40.713178,-74.039985,1,rooftop,179,Warren St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Taqueria Viva Mexico Kitchen Café,Food & Beverage,"133 Morris St, Jersey City, NJ 07302, United States",https://goo.gl/maps/qw1CwLZtF1rD8mTe7,40.713901,-74.040284,1,rooftop,133,Morris St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Lisbon Pizzeria Las Americas,Food & Beverage,"260 Warren St #3713, Jersey City, NJ 07302, United States",https://goo.gl/maps/QGz9dAVDbTxieKrt6,40.71662,-74.039008,1,rooftop,260,Warren St,#,3713,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Taste of North China,Food & Beverage,"75 Montgomery St, Jersey City, NJ 07302, United States",https://goo.gl/maps/9oVfv1oeq8GQVYgK8,40.716586,-74.037759,1,rooftop,75,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Mantra Authentic Indian,Food & Beverage,"253 Washington St, Jersey City, NJ 07302, United States",https://g.page/mantrajc?share,40.716371,-74.037773,1,rooftop,253,Washington St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Buddy Who's,Food & Beverage,"247 Washington St, Jersey City, NJ 07302, United States",https://goo.gl/maps/X9w3fdsXGQz4E5br8,40.716172,-74.037792,1,rooftop,247,Washington St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Lackawanna Coffee,Food & Beverage,"295 Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/sKmPxR3YHkVSeFd88,40.718535,-74.043792,1,rooftop,295,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
O'Hara's Downtown,Food & Beverage,"172 1st St, Jersey City, NJ 07302, United States",https://g.page/oharasjc?share,40.721604,-74.039998,1,range_interpolation,172,1st St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Hudson Hall,Food & Beverage,"364 Marin Blvd, Jersey City, NJ 07302, United States",https://g.page/hudsonhalljc?share,40.721272,-74.04082,1,rooftop,364,Marin Blvd,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Departed Soles,Food & Beverage,"150 Bay St #2a, Jersey City, NJ 07302, United States",https://goo.gl/maps/PwQjDkqcZ1giLjcv6,40.721022,-74.039921,1,rooftop,150,Bay St,Ph,2,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Bucket & Bay Craft Gelato Co,Food & Beverage,"150 Bay St, Jersey City, NJ 07302, United States",https://goo.gl/maps/YkxzGnHT1RVAbLxx5,40.721022,-74.039921,1,rooftop,150,Bay St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
dullboy,Food & Beverage,"364 Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/hQkSREAzQMxChmCs9,40.721388,-74.042464,1,rooftop,364,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Taqueria Downtown,Food & Beverage,"236 Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/dyV4gYhz1gqXAWu56,40.716212,-74.044547,1,rooftop,236,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Mathews Food and Drink,Food & Beverage,"351 Grove St, Jersey City, NJ 07302, United States",https://g.page/mathewsfoodanddrink?share,40.720852,-74.042984,1,rooftop,351,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Orale Mexican Kitchen,Food & Beverage,"341 Grove St, Jersey City, NJ 07302, United States",https://g.page/OraleMK-JC?share,40.720536,-74.043125,1,rooftop,341,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Porta,Food & Beverage,"135 Newark Ave, Jersey City, NJ 07302, United States",https://g.page/PortaJerseyCity?share,40.720069,-74.043769,1,rooftop,135,Newark Ave,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Beechwood Café,Food & Beverage,"290 Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/531UDQ8PUYk4JzbH7,40.718278,-74.043383,1,rooftop,290,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Luna,Food & Beverage,"279 Grove St, Jersey City, NJ 07302, United States",https://g.page/lunajerseycity?share,40.717896,-74.044254,1,rooftop,279,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Razza,Food & Beverage,"275 Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/LbVdsCfaEaNu5W7b6,40.717776,-74.044376,1,rooftop,275,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Short Grain,Food & Beverage,"183 Montgomery St, Jersey City, NJ 07302, United States",https://goo.gl/maps/doBuuGuQZhEKjEKV9,40.717096,-74.042985,1,rooftop,183,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Edward's Steakhouse,Food & Beverage,"239 Marin Blvd, Jersey City, NJ 07302, United States",https://goo.gl/maps/qAnQGAZat9Gh5r1t8,40.714781,-74.043828,0.82,nearest_rooftop_match,201,Marin Blvd,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
The Hamilton Inn,Food & Beverage,"708 Jersey Ave, Jersey City, NJ 07302, United States",https://goo.gl/maps/afmGfYwP9WGD2bzp6,40.72893,-74.044625,1,rooftop,708,Jersey Ave,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Rumba Cubana,Food & Beverage,"235 Pavonia Ave, Jersey City, NJ 07302, United States",https://g.page/rumba-cubana-jersey-city?share,40.727607,-74.046289,1,range_interpolation,235,Pavonia Ave,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Ahri's Kitchen,Food & Beverage,"227 7th St, Jersey City, NJ 07302, United States",https://goo.gl/maps/qPiqauLUqEtEt2rH6,40.725931,-74.043796,1,rooftop,227,7th St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Hamilton Pork,Food & Beverage,"247 10th St, Jersey City, NJ 07302, United States",https://goo.gl/maps/9NFMyqDBUCpkwPEx7,40.728817,-74.044258,1,rooftop,247,10th St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Ed & Mary's,Food & Beverage,"174 Coles St, Jersey City, NJ 07302, United States",https://g.page/ednmarys?share,40.72856,-74.046525,1,range_interpolation,174,Coles St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Rustique Pizza,Food & Beverage,"611 Jersey Ave, Jersey City, NJ 07302, United States",https://g.page/RustiquePizza?share,40.724933,-74.045768,1,rooftop,611,Jersey Ave,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
White Star Bar,Food & Beverage,"230 Brunswick St, Jersey City, NJ 07302, United States",https://goo.gl/maps/gBZybJNJAzejexm86,40.727939,-74.049912,1,rooftop,230,Brunswick St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
New Thanh Hoai,Food & Beverage,"234 10th St, Jersey City, NJ 07302, United States",https://goo.gl/maps/zsRktsgYF882p23A8,40.72923,-74.043459,1,rooftop,234,10th St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Delenio,Food & Beverage,"357 7th St, Jersey City, NJ 07302, United States",https://goo.gl/maps/KCsfRmHXaTLrYo6j8,40.726457,-74.050181,1,rooftop,357,7th St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
White Star Warren Street,Food & Beverage,"179 Warren St, Jersey City, NJ 07302, United States",https://goo.gl/maps/uY2GsBxe7c716atD6,40.713178,-74.039985,1,rooftop,179,Warren St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Bluestone Lane,Food & Beverage,"30 Hudson St, Jersey City, NJ 07302, United States",https://goo.gl/maps/LqsNSLCHKM6fKnaL6,40.713026,-74.03394,1,rooftop,30,Hudson St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Milk Sugar Love,Food & Beverage,"19 McWilliams Pl, Jersey City, NJ 07302, United States",https://goo.gl/maps/7Ywoo5r4biMR1sEH6,40.727489,-74.044041,1,range_interpolation,19,Mcwilliams Pl,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Cafe Esme,Food & Beverage,"485 Marin Blvd, Jersey City, NJ 07302, United States",https://g.page/cafeesme?share,40.726157,-74.040658,0.86,nearest_rooftop_match,465,Marin Blvd,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Zeppelin Hall Beer Garden,Food & Beverage,"88 Liberty View Dr., Jersey City, NJ 07302, United States",https://goo.gl/maps/v7TTeL7JfqibaALt9,40.738969,-74.063989,0.69,rooftop,88,Liberty Ave,,,Jersey City,NJ,Hudson County,7306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Surf City,Food & Beverage,"1 Marin Blvd, Jersey City, NJ 07302, United States",https://goo.gl/maps/gHc1SuW3gKDjtouk8,40.712048,-74.04348,1,range_interpolation,1,Marin Blvd,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Smorgasborg,Food & Beverage,"44 Bay St, Jersey City, NJ 07302, United States",https://goo.gl/maps/s4zkFvJyB1tv9jet7,40.720326,-74.035583,1,range_interpolation,44,Bay St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Hyatt Regency Jersey City,Hotels,"2 Exchange Pl, Jersey City, NJ 07302, United States",https://goo.gl/maps/8v2UrhdhamSaeJ6NA,40.716119,-74.03119,1,rooftop,2,Exchange Pl,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Hyatt House,Hotels,"1 Exchange Pl, Jersey City, NJ 07302, United States",https://g.page/hyatt-house-jersey-city?share,40.715918,-74.033868,1,rooftop,1,Exchange Pl,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Candlewood Suites,Hotels,"21 2nd St, Jersey City, NJ 07302, United States",https://goo.gl/maps/MuzdV8dMcyCXj7Ek9,40.721609,-74.036728,1,range_interpolation,21,2nd St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Double Tree by Hilton Hotel,Hotels,"455 Washington Blvd, Jersey City, NJ 07310, United States",https://goo.gl/maps/xKrsFwDnAsKsTTVZ9,40.723505,-74.036613,1,rooftop,455,Washington Blvd,,,Jersey City,NJ,Hudson County,7310,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Residence Inn by Marriott Jersey City nopy by Hilton,Hotels,"80 Christopher Columbus Dr, Jersey City, NJ 07302, United States",https://goo.gl/maps/hgf76fXpbco9mPQ67,40.717099,-74.033142,1,range_interpolation,80,Christopher Columbus Dr,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Noah's Ark Florist,Retail,"Harborside Financial Center, 200 Hudson St, Jersey City, NJ 07311, United States",https://g.page/noahsarkflorist?share,40.720216,-74.032724,0.33,place,,,,,Jersey City,NJ,Hudson County,7311,US,TIGER/Line® dataset from the US Census Bureau
Hudson Greene Market,Retail,"77 Hudson St, Jersey City, NJ 07302, United States",https://g.page/hudsongreene?share,40.714559,-74.035254,1,rooftop,77,Hudson St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Hudson Vine,Retail,"1 2nd St, Jersey City, NJ 07302, United States",https://goo.gl/maps/NDDCipxYCL9qEN3R7,40.721856,-74.036427,1,range_interpolation,1,2nd St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
V's Barbershop - Jersey City,Retail,"389 Washington St, Jersey City, NJ 07302, United States",https://goo.gl/maps/WS5QuYqE5en49Pj29,40.721365,-74.036877,1,rooftop,389,Washington St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
European Wax Center,Retail,"389 Washington St, Jersey City, NJ 07302, United States",https://g.page/EWC-Jersey-City?share,40.721365,-74.036877,1,rooftop,389,Washington St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Massage Envy,Retail,"389 Washington St, Jersey City, NJ 07302, United States",https://goo.gl/maps/81xJoASobMko9EoX9,40.721365,-74.036877,1,rooftop,389,Washington St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Waterfront Wine & Liquor,Retail,"81 Montgomery St B, Jersey City, NJ 07302, United States",https://goo.gl/maps/XPnRsDNX2NBGw5pJ7,40.716487,-74.037987,1,rooftop,81,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Packer Shoes,Retail,"382 Marin Blvd, Jersey City, NJ 07302, United States",https://goo.gl/maps/7grJQpiaEGFjFDmH9,40.722596,-74.03872,0.87,nearest_rooftop_match,396,Marin Blvd,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
WORD Bookstore,Retail,"123 Newark Ave, Jersey City, NJ 07302, United States",https://g.page/wordjerseycity?share,40.720632,-74.044522,1,range_interpolation,123,Newark Ave,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Hound About Town,Retail,"218 Montgomery St, Jersey City, NJ 07302, United States",https://goo.gl/maps/PunNa6DGLAT4bssY6,40.717752,-74.044355,1,range_interpolation,218,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
CoolVines on Grove,Retail,"276 Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/1beA2146n7LsD6Ck6,40.717571,-74.043937,1,range_interpolation,276,Grove St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Kanibal & Co,Retail,"197 Montgomery St, Jersey City, NJ 07302, United States",https://goo.gl/maps/vLSHDb4QxvN7GVgP7,40.717302,-74.043297,1,range_interpolation,197,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Hazel Baby & Kids,Retail,"199 Montgomery St, Jersey City, NJ 07302, United States",https://goo.gl/maps/zbQcwFiwoJw9Lufj8,40.71731,-74.043367,1,range_interpolation,199,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
CVS Pharmacy,Retail,"88 Morgan St, Jersey City, NJ 07302, United States",https://goo.gl/maps/qPtgJFh5vVw5oz6H8,40.719968,-74.035825,1,rooftop,88,Morgan St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Another Man's Treasure Vintage Store,Retail,"195 Montgomery St, Jersey City, NJ 07302, United States",https://g.page/amtvintage?share,40.717293,-74.043226,1,range_interpolation,195,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Hazel Baby & Kids,Retail,"199 Montgomery St, Jersey City, NJ 07302, United States",https://goo.gl/maps/zbQcwFiwoJw9Lufj8,40.71731,-74.043367,1,range_interpolation,199,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Madame Claude Wine,Retail,"234 Pavonia Ave, Jersey City, NJ 07302, United States",https://goo.gl/maps/dHTFE5aVUGqtC1De6,40.727902,-74.046222,1,range_interpolation,234,Pavonia Ave,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Van Hook Cheese & Grocery,Retail,"528 Jersey Ave, Jersey City, NJ 07302, United States",https://goo.gl/maps/fVqxLG8Ao6oxMLKd9,40.720934,-74.046221,1,rooftop,528,Jersey Ave,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Newport Mall,Retail,"30 Mall Dr W, Jersey City, NJ 07310, United States",https://g.page/ShopNewportCentre?share,40.726888,-74.037887,1,rooftop,30,Mall Dr W,,,Jersey City,NJ,Hudson County,7310,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Hound About Town,Retail,"218 Montgomery St, Jersey City, NJ 07302, United States",https://goo.gl/maps/PunNa6DGLAT4bssY6,40.717752,-74.044355,1,range_interpolation,218,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Tia’s Place,Retail,"89 E 42nd St, New York, NY 10017, United States","89 E 42nd St, New York, NY 10017, United States",40.75236,-73.977412,1,rooftop,89,E 42nd St,,,New York,NY,New York County,10017,US,City of New York
Another Man’s Treasure Vintage Store,Retail,"195 Montgomery St, Jersey City, NJ 07302, United States",https://g.page/amtvintage?share,40.717293,-74.043226,1,range_interpolation,195,Montgomery St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
WORD,Retail,"123 Newark Ave, Jersey City, NJ 07302, United States",https://g.page/wordjerseycity?share,40.720632,-74.044522,1,range_interpolation,123,Newark Ave,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
CoolVines Jersey City,Retail,"276 Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/1beA2146n7LsD6Ck6,40.717571,-74.043937,1,range_interpolation,276,Grove St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Packer Shoes,Retail,"382 Marin Blvd, Jersey City, NJ 07302, United States",https://goo.gl/maps/7grJQpiaEGFjFDmH9,40.722596,-74.03872,0.87,nearest_rooftop_match,396,Marin Blvd,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Target,Retail,"100 14th St, Jersey City, NJ 07310, United States",https://goo.gl/maps/S8dX9j6gs2WbAxUq7,40.732816,-74.035763,1,rooftop,100,14th St,,,Jersey City,NJ,Hudson County,7310,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
14th Street Garden Center,Retail,"793 Jersey Ave, Jersey City, NJ 07310, United States",https://goo.gl/maps/Nb8NG3DqvFnnNEAB8,40.732454,-74.044603,1,rooftop,793,Jersey Ave,,,Jersey City,NJ,Hudson County,7310,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Downtown Jersey City Farmers’ Market,Retail,"Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/ZzLb7x2XAYyL1p8j7,40.719561,-74.04311,1,street_center,,Grove St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Metropolis Music,Retail,"240 Newark Ave, Jersey City, NJ 07302, United States",https://goo.gl/maps/V5NYZyEikyDxe8s56,40.722698,-74.047895,1,rooftop,240,Newark Ave,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Exchange Place Physical Therapy Group,Services,"200 Hudson St #127, Jersey City, NJ 07302, United States",https://g.page/eptg_pt?share,40.738647,-74.029569,0.8,rooftop,200,Hudson St,#,127,Hoboken,NJ,Hudson County,7030,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Jersey City Floris Spa and Nail,Services,"70 Greene St, Jersey City, NJ 07302, United States",https://goo.gl/maps/M23BNcfkW4YDU8vD8,40.714746,-74.035285,1,rooftop,70,Greene St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Portofino Nails,Services,"1 2nd St, Jersey City, NJ 07302, United States",https://goo.gl/maps/dwcxDUnkPsmG9gxf7,40.721856,-74.036427,1,range_interpolation,1,2nd St,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
U.S. Post Office,Services,"899 Bergen Ave, Jersey City, NJ 07306, United States",https://goo.gl/maps/Kw2AdLCArWidFUPs9,40.729999,-74.06547,1,rooftop,899,Bergen Ave,,,Jersey City,NJ,Hudson County,7306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Salon 10N,Services,"5, McWilliams Pl, Jersey City, NJ 07302, United States",https://goo.gl/maps/wh1N71jDeYBpfCLo9,40.726963,-74.044102,1,range_interpolation,5,McWilliams Pl,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Blue Salon & Spa,Services,"280 Marin Blvd, Jersey City, NJ 07302, United States",https://g.page/SpaBlueJC?share,40.716415,-74.04239,0.84,nearest_rooftop_match,248,Marin Blvd,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
V’s Barbershop,Services,"389 Washington St, Jersey City, NJ 07302, United States",https://goo.gl/maps/WS5QuYqE5en49Pj29,40.721365,-74.036877,1,rooftop,389,Washington St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Massage Envy,Services,"389 Washington St, Jersey City, NJ 07302, United States",https://goo.gl/maps/81xJoASobMko9EoX9,40.721365,-74.036877,1,rooftop,389,Washington St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
European Wax Center,Services,"389 Washington St, Jersey City, NJ 07302, United States",https://g.page/EWC-Jersey-City?share,40.721365,-74.036877,1,rooftop,389,Washington St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
City Hall,Services,"280 Grove St, Jersey City, NJ 07302, United States",https://goo.gl/maps/c45sg6D2Rn2pFy3V9,40.717738,-74.043115,1,rooftop,280,Grove St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Paulus Hook Ferry Terminal,Transit,"Paulus Hook, Hudson St, Jersey City, NJ 07302, United States",https://goo.gl/maps/SpbUSBpemTgGx7xV6,40.726001,-74.047304,1,place,,,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Exchange Place PATH,Transit,"68 Christopher Columbus Dr, Jersey City, NJ 07302, United States",https://goo.gl/maps/beu2xuRdicr48qt88,40.716742,-74.032857,1,range_interpolation,68,Christopher Columbus Dr,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Grove Street PATH,Transit,"Jersey City, NJ 07302, United States",https://goo.gl/maps/RbXw399RdvahBZUy7,40.726001,-74.047304,1,place,,,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Exchange Place Light Rail,Transit,"Jersey City, NJ 07302, United States",https://goo.gl/maps/UfejBnRz8vnJ8oi28,40.726001,-74.047304,1,place,,,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Newport Light Rail Station,Transit,"Jersey City, NJ 07310, United States",https://goo.gl/maps/PVJ8yxrTcyoNMwCE8,40.732728,-74.037168,1,place,,,,,Jersey City,NJ,Hudson County,7310,US,TIGER/Line® dataset from the US Census Bureau
Marin Street Ferry Terminal,Transit,"101 Hudson St, Jersey City, NJ 07302, USA",https://goo.gl/maps/TmyZJf34P5QTU3WY7,40.716073,-74.035001,1,rooftop,101,Hudson St,,,Jersey City,NJ,Hudson County,7302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Harsimus Cove Light Rail,Transit,"Jersey City, NJ 07302, United States",https://goo.gl/maps/hHvNCTpF33AhVQK87,40.726001,-74.047304,1,place,,,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Harborside Light Rail,Transit,"Jersey City, NJ 07302, United States",https://goo.gl/maps/PKxz4PzcdB6me43U6,40.726001,-74.047304,1,place,,,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Essex Light Rail,Transit,"Jersey City, NJ 07302, United States",https://goo.gl/maps/4KzhgqKTNJG66vfL9,40.726001,-74.047304,1,place,,,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Holland Tunnel,Transit,"I-78, Jersey City, NJ 07310, USA",https://goo.gl/maps/N44soLWbt3h7Td337,40.68604,-74.096771,0.59,street_center,,I-78,,,Jersey City,NJ,Hudson County,7302,US,TIGER/Line® dataset from the US Census Bureau
Newport PATH,Transit,"Jersey City, NJ 07310, United States",https://goo.gl/maps/7U4EwWbB8MTM4FLW9,40.732728,-74.037168,1,place,,,,,Jersey City,NJ,Hudson County,7310,US,TIGER/Line® dataset from the US Census Bureau
World Trade Center PATH,Transit,"New York, NY 10007, United States",https://goo.gl/maps/dGhFaLEuTJhe3JUG8,40.713941,-74.007401,1,place,,,,,New York,NY,New York County,10007,US,TIGER/Line® dataset from the US Census Bureau
The Fulton Center,Transit,"New York, NY 10038, United States",https://goo.gl/maps/DRqHqJSLC5CCq67u9,40.710223,-74.003368,1,place,,,,,New York,NY,New York County,10038,US,TIGER/Line® dataset from the US Census Bureau
